loc,length,bug type,approach
447,3,Unchecked-Send,code snippet injection
429,5,Unchecked-Send,code snippet injection
419,3,Unchecked-Send,code snippet injection
409,3,Unchecked-Send,code snippet injection
399,3,Unchecked-Send,code snippet injection
365,3,Unchecked-Send,code snippet injection
354,2,Unchecked-Send,code snippet injection
332,3,Unchecked-Send,code snippet injection
316,3,Unchecked-Send,code snippet injection
299,3,Unchecked-Send,code snippet injection
282,3,Unchecked-Send,code snippet injection
264,3,Unchecked-Send,code snippet injection
247,3,Unchecked-Send,code snippet injection
229,3,Unchecked-Send,code snippet injection
211,3,Unchecked-Send,code snippet injection
194,3,Unchecked-Send,code snippet injection
177,3,Unchecked-Send,code snippet injection
164,3,Unchecked-Send,code snippet injection
151,3,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
389,3,Unchecked-Send,code snippet injection
385,3,Unchecked-Send,code snippet injection
382,2,Unchecked-Send,code snippet injection
128,3,Unchecked-Send,code snippet injection
123,3,Unchecked-Send,code snippet injection
118,3,Unchecked-Send,code snippet injection
