loc,length,bug type,approach
132,5,tx-origin,code snippet injection
127,4,tx-origin,code snippet injection
17,4,tx-origin,code snippet injection
223,3,tx-origin,code snippet injection
213,4,tx-origin,code snippet injection
205,4,tx-origin,code snippet injection
196,4,tx-origin,code snippet injection
189,3,tx-origin,code snippet injection
181,4,tx-origin,code snippet injection
166,4,tx-origin,code snippet injection
154,4,tx-origin,code snippet injection
89,5,tx-origin,code snippet injection
85,3,tx-origin,code snippet injection
80,4,tx-origin,code snippet injection
39,4,tx-origin,code snippet injection
26,4,tx-origin,code snippet injection
142,3,tx-origin,code snippet injection
121,4,tx-origin,code snippet injection
116,4,tx-origin,code snippet injection
110,4,tx-origin,code snippet injection
106,3,tx-origin,code snippet injection
101,4,tx-origin,code snippet injection
96,4,tx-origin,code snippet injection
11,4,tx-origin,code snippet injection
6,4,tx-origin,code snippet injection
