loc,length,bug type,approach
176,5,tx-origin,code snippet injection
171,4,tx-origin,code snippet injection
166,4,tx-origin,code snippet injection
162,3,tx-origin,code snippet injection
52,4,tx-origin,code snippet injection
485,4,tx-origin,code snippet injection
476,4,tx-origin,code snippet injection
468,3,tx-origin,code snippet injection
459,4,tx-origin,code snippet injection
450,4,tx-origin,code snippet injection
440,4,tx-origin,code snippet injection
429,5,tx-origin,code snippet injection
418,3,tx-origin,code snippet injection
410,4,tx-origin,code snippet injection
400,4,tx-origin,code snippet injection
389,4,tx-origin,code snippet injection
379,3,tx-origin,code snippet injection
319,4,tx-origin,code snippet injection
308,4,tx-origin,code snippet injection
298,4,tx-origin,code snippet injection
238,3,tx-origin,code snippet injection
229,4,tx-origin,code snippet injection
219,4,tx-origin,code snippet injection
211,4,tx-origin,code snippet injection
203,4,tx-origin,code snippet injection
196,3,tx-origin,code snippet injection
121,4,tx-origin,code snippet injection
113,4,tx-origin,code snippet injection
105,4,tx-origin,code snippet injection
98,3,tx-origin,code snippet injection
79,4,tx-origin,code snippet injection
62,4,tx-origin,code snippet injection
187,4,tx-origin,code snippet injection
183,3,tx-origin,code snippet injection
158,3,tx-origin,code snippet injection
153,4,tx-origin,code snippet injection
148,4,tx-origin,code snippet injection
143,4,tx-origin,code snippet injection
139,3,tx-origin,code snippet injection
134,4,tx-origin,code snippet injection
