loc,length,bug type,approach
84,5,tx-origin,code snippet injection
79,4,tx-origin,code snippet injection
74,4,tx-origin,code snippet injection
70,3,tx-origin,code snippet injection
65,4,tx-origin,code snippet injection
60,4,tx-origin,code snippet injection
55,4,tx-origin,code snippet injection
274,3,tx-origin,code snippet injection
263,4,tx-origin,code snippet injection
254,4,tx-origin,code snippet injection
245,4,tx-origin,code snippet injection
235,5,tx-origin,code snippet injection
221,3,tx-origin,code snippet injection
183,4,tx-origin,code snippet injection
139,4,tx-origin,code snippet injection
119,4,tx-origin,code snippet injection
103,3,tx-origin,code snippet injection
94,4,tx-origin,code snippet injection
48,4,tx-origin,code snippet injection
34,4,tx-origin,code snippet injection
11,3,tx-origin,code snippet injection
