loc,length,bug type,approach
132,5,tx-origin,code snippet injection
98,4,tx-origin,code snippet injection
93,4,tx-origin,code snippet injection
354,3,tx-origin,code snippet injection
342,4,tx-origin,code snippet injection
330,4,tx-origin,code snippet injection
313,4,tx-origin,code snippet injection
301,3,tx-origin,code snippet injection
279,4,tx-origin,code snippet injection
260,4,tx-origin,code snippet injection
243,4,tx-origin,code snippet injection
230,5,tx-origin,code snippet injection
219,3,tx-origin,code snippet injection
164,4,tx-origin,code snippet injection
154,4,tx-origin,code snippet injection
141,4,tx-origin,code snippet injection
113,3,tx-origin,code snippet injection
88,4,tx-origin,code snippet injection
83,4,tx-origin,code snippet injection
78,4,tx-origin,code snippet injection
74,3,tx-origin,code snippet injection
69,4,tx-origin,code snippet injection
64,4,tx-origin,code snippet injection
51,4,tx-origin,code snippet injection
43,4,tx-origin,code snippet injection
36,3,tx-origin,code snippet injection
28,4,tx-origin,code snippet injection
201,4,tx-origin,code snippet injection
196,4,tx-origin,code snippet injection
191,3,tx-origin,code snippet injection
186,4,tx-origin,code snippet injection
181,4,tx-origin,code snippet injection
176,4,tx-origin,code snippet injection
127,3,tx-origin,code snippet injection
123,3,tx-origin,code snippet injection
