loc,length,bug type,approach
227,5,tx-origin,code snippet injection
125,4,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
84,3,tx-origin,code snippet injection
554,4,tx-origin,code snippet injection
542,4,tx-origin,code snippet injection
530,4,tx-origin,code snippet injection
514,3,tx-origin,code snippet injection
501,4,tx-origin,code snippet injection
475,4,tx-origin,code snippet injection
456,4,tx-origin,code snippet injection
428,5,tx-origin,code snippet injection
417,3,tx-origin,code snippet injection
405,4,tx-origin,code snippet injection
394,4,tx-origin,code snippet injection
384,4,tx-origin,code snippet injection
373,3,tx-origin,code snippet injection
365,4,tx-origin,code snippet injection
356,4,tx-origin,code snippet injection
347,4,tx-origin,code snippet injection
312,3,tx-origin,code snippet injection
287,4,tx-origin,code snippet injection
258,4,tx-origin,code snippet injection
157,4,tx-origin,code snippet injection
146,4,tx-origin,code snippet injection
134,3,tx-origin,code snippet injection
109,4,tx-origin,code snippet injection
84,4,tx-origin,code snippet injection
79,4,tx-origin,code snippet injection
75,3,tx-origin,code snippet injection
70,4,tx-origin,code snippet injection
65,4,tx-origin,code snippet injection
60,4,tx-origin,code snippet injection
222,3,tx-origin,code snippet injection
218,3,tx-origin,code snippet injection
213,4,tx-origin,code snippet injection
208,4,tx-origin,code snippet injection
203,4,tx-origin,code snippet injection
199,3,tx-origin,code snippet injection
194,4,tx-origin,code snippet injection
