loc,length,bug type,approach
129,5,tx-origin,code snippet injection
122,4,tx-origin,code snippet injection
115,4,tx-origin,code snippet injection
340,3,tx-origin,code snippet injection
327,4,tx-origin,code snippet injection
309,4,tx-origin,code snippet injection
289,4,tx-origin,code snippet injection
272,3,tx-origin,code snippet injection
254,4,tx-origin,code snippet injection
236,4,tx-origin,code snippet injection
218,4,tx-origin,code snippet injection
203,5,tx-origin,code snippet injection
190,3,tx-origin,code snippet injection
177,4,tx-origin,code snippet injection
166,4,tx-origin,code snippet injection
62,4,tx-origin,code snippet injection
109,3,tx-origin,code snippet injection
104,4,tx-origin,code snippet injection
97,4,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
87,3,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
77,4,tx-origin,code snippet injection
53,4,tx-origin,code snippet injection
