loc,length,bug type,approach
323,5,tx-origin,code snippet injection
314,4,tx-origin,code snippet injection
305,4,tx-origin,code snippet injection
297,3,tx-origin,code snippet injection
288,4,tx-origin,code snippet injection
279,4,tx-origin,code snippet injection
270,4,tx-origin,code snippet injection
262,3,tx-origin,code snippet injection
253,4,tx-origin,code snippet injection
244,4,tx-origin,code snippet injection
235,4,tx-origin,code snippet injection
225,5,tx-origin,code snippet injection
217,3,tx-origin,code snippet injection
208,4,tx-origin,code snippet injection
199,4,tx-origin,code snippet injection
190,4,tx-origin,code snippet injection
182,3,tx-origin,code snippet injection
173,4,tx-origin,code snippet injection
164,4,tx-origin,code snippet injection
155,4,tx-origin,code snippet injection
142,3,tx-origin,code snippet injection
130,4,tx-origin,code snippet injection
114,4,tx-origin,code snippet injection
105,4,tx-origin,code snippet injection
96,4,tx-origin,code snippet injection
88,3,tx-origin,code snippet injection
68,4,tx-origin,code snippet injection
56,4,tx-origin,code snippet injection
