loc,length,bug type,approach
257,5,tx-origin,code snippet injection
252,4,tx-origin,code snippet injection
247,4,tx-origin,code snippet injection
384,3,tx-origin,code snippet injection
373,4,tx-origin,code snippet injection
363,4,tx-origin,code snippet injection
353,4,tx-origin,code snippet injection
340,3,tx-origin,code snippet injection
321,4,tx-origin,code snippet injection
286,4,tx-origin,code snippet injection
28,4,tx-origin,code snippet injection
22,5,tx-origin,code snippet injection
15,3,tx-origin,code snippet injection
191,4,tx-origin,code snippet injection
183,4,tx-origin,code snippet injection
175,4,tx-origin,code snippet injection
168,3,tx-origin,code snippet injection
160,4,tx-origin,code snippet injection
152,4,tx-origin,code snippet injection
