loc,length,bug type,approach
237,5,tx-origin,code snippet injection
232,4,tx-origin,code snippet injection
227,4,tx-origin,code snippet injection
223,3,tx-origin,code snippet injection
218,4,tx-origin,code snippet injection
213,4,tx-origin,code snippet injection
40,4,tx-origin,code snippet injection
36,3,tx-origin,code snippet injection
517,4,tx-origin,code snippet injection
459,4,tx-origin,code snippet injection
428,4,tx-origin,code snippet injection
397,5,tx-origin,code snippet injection
372,3,tx-origin,code snippet injection
331,4,tx-origin,code snippet injection
302,4,tx-origin,code snippet injection
282,4,tx-origin,code snippet injection
97,3,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
87,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
78,3,tx-origin,code snippet injection
73,4,tx-origin,code snippet injection
68,4,tx-origin,code snippet injection
59,4,tx-origin,code snippet injection
51,4,tx-origin,code snippet injection
29,3,tx-origin,code snippet injection
16,4,tx-origin,code snippet injection
207,4,tx-origin,code snippet injection
201,4,tx-origin,code snippet injection
197,3,tx-origin,code snippet injection
192,4,tx-origin,code snippet injection
187,4,tx-origin,code snippet injection
182,4,tx-origin,code snippet injection
178,3,tx-origin,code snippet injection
174,3,tx-origin,code snippet injection
7,4,tx-origin,code snippet injection
