loc,length,bug type,approach
54,5,tx-origin,code snippet injection
48,4,tx-origin,code snippet injection
264,4,tx-origin,code snippet injection
256,3,tx-origin,code snippet injection
234,4,tx-origin,code snippet injection
211,4,tx-origin,code snippet injection
197,4,tx-origin,code snippet injection
189,3,tx-origin,code snippet injection
180,4,tx-origin,code snippet injection
167,4,tx-origin,code snippet injection
157,4,tx-origin,code snippet injection
146,5,tx-origin,code snippet injection
138,3,tx-origin,code snippet injection
129,4,tx-origin,code snippet injection
120,4,tx-origin,code snippet injection
109,4,tx-origin,code snippet injection
101,3,tx-origin,code snippet injection
90,4,tx-origin,code snippet injection
74,4,tx-origin,code snippet injection
42,4,tx-origin,code snippet injection
37,3,tx-origin,code snippet injection
25,4,tx-origin,code snippet injection
19,4,tx-origin,code snippet injection
13,4,tx-origin,code snippet injection
7,4,tx-origin,code snippet injection
