loc,length,bug type,approach
782,5,tx-origin,code snippet injection
775,4,tx-origin,code snippet injection
711,4,tx-origin,code snippet injection
707,3,tx-origin,code snippet injection
641,4,tx-origin,code snippet injection
636,4,tx-origin,code snippet injection
860,4,tx-origin,code snippet injection
852,3,tx-origin,code snippet injection
836,4,tx-origin,code snippet injection
826,4,tx-origin,code snippet injection
804,4,tx-origin,code snippet injection
794,5,tx-origin,code snippet injection
768,3,tx-origin,code snippet injection
759,4,tx-origin,code snippet injection
750,4,tx-origin,code snippet injection
742,4,tx-origin,code snippet injection
735,3,tx-origin,code snippet injection
722,4,tx-origin,code snippet injection
698,4,tx-origin,code snippet injection
689,4,tx-origin,code snippet injection
681,3,tx-origin,code snippet injection
673,4,tx-origin,code snippet injection
665,4,tx-origin,code snippet injection
652,4,tx-origin,code snippet injection
603,4,tx-origin,code snippet injection
580,3,tx-origin,code snippet injection
559,4,tx-origin,code snippet injection
545,4,tx-origin,code snippet injection
524,4,tx-origin,code snippet injection
499,3,tx-origin,code snippet injection
473,4,tx-origin,code snippet injection
447,4,tx-origin,code snippet injection
426,4,tx-origin,code snippet injection
416,3,tx-origin,code snippet injection
408,3,tx-origin,code snippet injection
398,4,tx-origin,code snippet injection
380,4,tx-origin,code snippet injection
371,4,tx-origin,code snippet injection
355,3,tx-origin,code snippet injection
338,4,tx-origin,code snippet injection
