loc,length,bug type,approach
117,5,tx-origin,code snippet injection
80,4,tx-origin,code snippet injection
75,4,tx-origin,code snippet injection
353,3,tx-origin,code snippet injection
341,4,tx-origin,code snippet injection
324,4,tx-origin,code snippet injection
311,4,tx-origin,code snippet injection
290,3,tx-origin,code snippet injection
271,4,tx-origin,code snippet injection
256,4,tx-origin,code snippet injection
245,4,tx-origin,code snippet injection
227,5,tx-origin,code snippet injection
216,3,tx-origin,code snippet injection
204,4,tx-origin,code snippet injection
148,4,tx-origin,code snippet injection
138,4,tx-origin,code snippet injection
126,3,tx-origin,code snippet injection
95,4,tx-origin,code snippet injection
70,4,tx-origin,code snippet injection
65,4,tx-origin,code snippet injection
61,3,tx-origin,code snippet injection
56,4,tx-origin,code snippet injection
51,4,tx-origin,code snippet injection
46,4,tx-origin,code snippet injection
186,4,tx-origin,code snippet injection
182,3,tx-origin,code snippet injection
176,4,tx-origin,code snippet injection
171,4,tx-origin,code snippet injection
166,4,tx-origin,code snippet injection
162,3,tx-origin,code snippet injection
111,4,tx-origin,code snippet injection
106,4,tx-origin,code snippet injection
