loc,length,bug type,approach
183,5,tx-origin,code snippet injection
171,4,tx-origin,code snippet injection
157,4,tx-origin,code snippet injection
130,3,tx-origin,code snippet injection
122,4,tx-origin,code snippet injection
114,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
78,3,tx-origin,code snippet injection
73,4,tx-origin,code snippet injection
68,4,tx-origin,code snippet injection
62,4,tx-origin,code snippet injection
56,5,tx-origin,code snippet injection
51,3,tx-origin,code snippet injection
46,4,tx-origin,code snippet injection
41,4,tx-origin,code snippet injection
35,4,tx-origin,code snippet injection
31,3,tx-origin,code snippet injection
26,4,tx-origin,code snippet injection
