loc,length,bug type,approach
304,5,tx-origin,code snippet injection
294,4,tx-origin,code snippet injection
282,4,tx-origin,code snippet injection
275,3,tx-origin,code snippet injection
265,4,tx-origin,code snippet injection
254,4,tx-origin,code snippet injection
243,4,tx-origin,code snippet injection
219,3,tx-origin,code snippet injection
208,4,tx-origin,code snippet injection
198,4,tx-origin,code snippet injection
177,4,tx-origin,code snippet injection
166,5,tx-origin,code snippet injection
159,3,tx-origin,code snippet injection
151,4,tx-origin,code snippet injection
143,4,tx-origin,code snippet injection
96,4,tx-origin,code snippet injection
89,3,tx-origin,code snippet injection
81,4,tx-origin,code snippet injection
73,4,tx-origin,code snippet injection
134,4,tx-origin,code snippet injection
130,3,tx-origin,code snippet injection
125,4,tx-origin,code snippet injection
120,4,tx-origin,code snippet injection
115,4,tx-origin,code snippet injection
109,4,tx-origin,code snippet injection
105,3,tx-origin,code snippet injection
62,4,tx-origin,code snippet injection
57,4,tx-origin,code snippet injection
52,4,tx-origin,code snippet injection
