loc,length,bug type,approach
156,5,tx-origin,code snippet injection
128,4,tx-origin,code snippet injection
119,4,tx-origin,code snippet injection
420,3,tx-origin,code snippet injection
409,4,tx-origin,code snippet injection
401,4,tx-origin,code snippet injection
384,4,tx-origin,code snippet injection
376,3,tx-origin,code snippet injection
369,4,tx-origin,code snippet injection
361,4,tx-origin,code snippet injection
353,4,tx-origin,code snippet injection
343,5,tx-origin,code snippet injection
336,3,tx-origin,code snippet injection
328,4,tx-origin,code snippet injection
319,4,tx-origin,code snippet injection
309,4,tx-origin,code snippet injection
263,3,tx-origin,code snippet injection
241,4,tx-origin,code snippet injection
233,4,tx-origin,code snippet injection
202,4,tx-origin,code snippet injection
156,3,tx-origin,code snippet injection
151,4,tx-origin,code snippet injection
146,4,tx-origin,code snippet injection
138,4,tx-origin,code snippet injection
119,4,tx-origin,code snippet injection
115,3,tx-origin,code snippet injection
110,4,tx-origin,code snippet injection
105,4,tx-origin,code snippet injection
100,4,tx-origin,code snippet injection
96,3,tx-origin,code snippet injection
298,4,tx-origin,code snippet injection
292,4,tx-origin,code snippet injection
283,4,tx-origin,code snippet injection
279,3,tx-origin,code snippet injection
275,3,tx-origin,code snippet injection
252,4,tx-origin,code snippet injection
171,4,tx-origin,code snippet injection
