loc,length,bug type,approach
325,5,tx-origin,code snippet injection
238,4,tx-origin,code snippet injection
39,4,tx-origin,code snippet injection
8,3,tx-origin,code snippet injection
393,4,tx-origin,code snippet injection
381,4,tx-origin,code snippet injection
369,4,tx-origin,code snippet injection
356,3,tx-origin,code snippet injection
311,4,tx-origin,code snippet injection
303,4,tx-origin,code snippet injection
295,4,tx-origin,code snippet injection
259,5,tx-origin,code snippet injection
250,3,tx-origin,code snippet injection
193,4,tx-origin,code snippet injection
166,4,tx-origin,code snippet injection
125,4,tx-origin,code snippet injection
118,3,tx-origin,code snippet injection
110,4,tx-origin,code snippet injection
102,4,tx-origin,code snippet injection
92,4,tx-origin,code snippet injection
83,3,tx-origin,code snippet injection
73,4,tx-origin,code snippet injection
62,4,tx-origin,code snippet injection
52,4,tx-origin,code snippet injection
18,4,tx-origin,code snippet injection
270,3,tx-origin,code snippet injection
232,4,tx-origin,code snippet injection
33,4,tx-origin,code snippet injection
28,4,tx-origin,code snippet injection
