loc,length,bug type,approach
467,5,tx-origin,code snippet injection
450,4,tx-origin,code snippet injection
439,4,tx-origin,code snippet injection
429,3,tx-origin,code snippet injection
418,4,tx-origin,code snippet injection
380,4,tx-origin,code snippet injection
367,4,tx-origin,code snippet injection
345,3,tx-origin,code snippet injection
328,4,tx-origin,code snippet injection
310,4,tx-origin,code snippet injection
292,4,tx-origin,code snippet injection
272,5,tx-origin,code snippet injection
255,3,tx-origin,code snippet injection
236,4,tx-origin,code snippet injection
217,4,tx-origin,code snippet injection
199,4,tx-origin,code snippet injection
182,3,tx-origin,code snippet injection
168,4,tx-origin,code snippet injection
154,4,tx-origin,code snippet injection
141,4,tx-origin,code snippet injection
407,3,tx-origin,code snippet injection
402,4,tx-origin,code snippet injection
397,4,tx-origin,code snippet injection
129,4,tx-origin,code snippet injection
123,4,tx-origin,code snippet injection
118,3,tx-origin,code snippet injection
