loc,length,bug type,approach
40,5,tx-origin,code snippet injection
35,4,tx-origin,code snippet injection
29,4,tx-origin,code snippet injection
25,3,tx-origin,code snippet injection
20,4,tx-origin,code snippet injection
15,4,tx-origin,code snippet injection
10,4,tx-origin,code snippet injection
6,3,tx-origin,code snippet injection
259,4,tx-origin,code snippet injection
251,4,tx-origin,code snippet injection
240,4,tx-origin,code snippet injection
231,5,tx-origin,code snippet injection
203,3,tx-origin,code snippet injection
190,4,tx-origin,code snippet injection
177,4,tx-origin,code snippet injection
167,4,tx-origin,code snippet injection
157,3,tx-origin,code snippet injection
147,4,tx-origin,code snippet injection
108,4,tx-origin,code snippet injection
103,4,tx-origin,code snippet injection
98,3,tx-origin,code snippet injection
93,4,tx-origin,code snippet injection
88,4,tx-origin,code snippet injection
82,4,tx-origin,code snippet injection
76,4,tx-origin,code snippet injection
71,3,tx-origin,code snippet injection
66,4,tx-origin,code snippet injection
61,4,tx-origin,code snippet injection
