loc,length,bug type,approach
382,10,Overflow-Underflow,code snippet injection
176,8,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
52,4,Overflow-Underflow,code snippet injection
8,10,Overflow-Underflow,code snippet injection
485,8,Overflow-Underflow,code snippet injection
473,4,Overflow-Underflow,code snippet injection
461,4,Overflow-Underflow,code snippet injection
443,10,Overflow-Underflow,code snippet injection
425,8,Overflow-Underflow,code snippet injection
367,4,Overflow-Underflow,code snippet injection
355,8,Overflow-Underflow,code snippet injection
347,4,Overflow-Underflow,code snippet injection
273,10,Overflow-Underflow,code snippet injection
242,8,Overflow-Underflow,code snippet injection
201,4,Overflow-Underflow,code snippet injection
192,4,Overflow-Underflow,code snippet injection
154,10,Overflow-Underflow,code snippet injection
142,8,Overflow-Underflow,code snippet injection
134,4,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
110,10,Overflow-Underflow,code snippet injection
100,4,Overflow-Underflow,code snippet injection
86,8,Overflow-Underflow,code snippet injection
75,4,Overflow-Underflow,code snippet injection
65,4,Overflow-Underflow,code snippet injection
25,10,Overflow-Underflow,code snippet injection
318,8,Overflow-Underflow,code snippet injection
46,4,Overflow-Underflow,code snippet injection
41,4,Overflow-Underflow,code snippet injection
