loc,length,bug type,approach
279,10,Overflow-Underflow,code snippet injection
147,8,Overflow-Underflow,code snippet injection
108,4,Overflow-Underflow,code snippet injection
95,4,Overflow-Underflow,code snippet injection
659,10,Overflow-Underflow,code snippet injection
643,8,Overflow-Underflow,code snippet injection
631,4,Overflow-Underflow,code snippet injection
614,4,Overflow-Underflow,code snippet injection
595,10,Overflow-Underflow,code snippet injection
565,8,Overflow-Underflow,code snippet injection
546,4,Overflow-Underflow,code snippet injection
515,8,Overflow-Underflow,code snippet injection
503,4,Overflow-Underflow,code snippet injection
485,10,Overflow-Underflow,code snippet injection
470,8,Overflow-Underflow,code snippet injection
460,4,Overflow-Underflow,code snippet injection
448,4,Overflow-Underflow,code snippet injection
434,10,Overflow-Underflow,code snippet injection
421,8,Overflow-Underflow,code snippet injection
412,4,Overflow-Underflow,code snippet injection
376,4,Overflow-Underflow,code snippet injection
345,10,Overflow-Underflow,code snippet injection
316,4,Overflow-Underflow,code snippet injection
184,8,Overflow-Underflow,code snippet injection
173,4,Overflow-Underflow,code snippet injection
160,4,Overflow-Underflow,code snippet injection
125,10,Overflow-Underflow,code snippet injection
95,8,Overflow-Underflow,code snippet injection
90,4,Overflow-Underflow,code snippet injection
85,4,Overflow-Underflow,code snippet injection
74,10,Overflow-Underflow,code snippet injection
65,8,Overflow-Underflow,code snippet injection
60,4,Overflow-Underflow,code snippet injection
273,4,Overflow-Underflow,code snippet injection
268,4,Overflow-Underflow,code snippet injection
256,10,Overflow-Underflow,code snippet injection
245,10,Overflow-Underflow,code snippet injection
240,4,Overflow-Underflow,code snippet injection
235,4,Overflow-Underflow,code snippet injection
224,10,Overflow-Underflow,code snippet injection
