loc,length,bug type,approach
89,10,Overflow-Underflow,code snippet injection
80,8,Overflow-Underflow,code snippet injection
223,4,Overflow-Underflow,code snippet injection
215,4,Overflow-Underflow,code snippet injection
199,10,Overflow-Underflow,code snippet injection
187,8,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
159,4,Overflow-Underflow,code snippet injection
68,10,Overflow-Underflow,code snippet injection
55,8,Overflow-Underflow,code snippet injection
45,4,Overflow-Underflow,code snippet injection
30,8,Overflow-Underflow,code snippet injection
20,4,Overflow-Underflow,code snippet injection
140,10,Overflow-Underflow,code snippet injection
131,8,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
115,4,Overflow-Underflow,code snippet injection
104,10,Overflow-Underflow,code snippet injection
