loc,length,bug type,approach
990,10,Overflow-Underflow,code snippet injection
971,8,Overflow-Underflow,code snippet injection
930,4,Overflow-Underflow,code snippet injection
919,4,Overflow-Underflow,code snippet injection
864,10,Overflow-Underflow,code snippet injection
835,8,Overflow-Underflow,code snippet injection
810,4,Overflow-Underflow,code snippet injection
785,4,Overflow-Underflow,code snippet injection
770,10,Overflow-Underflow,code snippet injection
744,8,Overflow-Underflow,code snippet injection
730,4,Overflow-Underflow,code snippet injection
713,8,Overflow-Underflow,code snippet injection
700,4,Overflow-Underflow,code snippet injection
667,10,Overflow-Underflow,code snippet injection
638,8,Overflow-Underflow,code snippet injection
575,4,Overflow-Underflow,code snippet injection
562,4,Overflow-Underflow,code snippet injection
543,10,Overflow-Underflow,code snippet injection
526,8,Overflow-Underflow,code snippet injection
508,4,Overflow-Underflow,code snippet injection
472,4,Overflow-Underflow,code snippet injection
434,10,Overflow-Underflow,code snippet injection
417,4,Overflow-Underflow,code snippet injection
405,8,Overflow-Underflow,code snippet injection
391,4,Overflow-Underflow,code snippet injection
363,4,Overflow-Underflow,code snippet injection
343,10,Overflow-Underflow,code snippet injection
316,8,Overflow-Underflow,code snippet injection
311,4,Overflow-Underflow,code snippet injection
306,4,Overflow-Underflow,code snippet injection
295,10,Overflow-Underflow,code snippet injection
286,8,Overflow-Underflow,code snippet injection
280,4,Overflow-Underflow,code snippet injection
275,4,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
259,10,Overflow-Underflow,code snippet injection
248,10,Overflow-Underflow,code snippet injection
243,4,Overflow-Underflow,code snippet injection
238,4,Overflow-Underflow,code snippet injection
227,10,Overflow-Underflow,code snippet injection
