loc,length,bug type,approach
76,10,Overflow-Underflow,code snippet injection
65,8,Overflow-Underflow,code snippet injection
58,4,Overflow-Underflow,code snippet injection
268,4,Overflow-Underflow,code snippet injection
240,10,Overflow-Underflow,code snippet injection
217,8,Overflow-Underflow,code snippet injection
194,4,Overflow-Underflow,code snippet injection
175,4,Overflow-Underflow,code snippet injection
149,10,Overflow-Underflow,code snippet injection
128,8,Overflow-Underflow,code snippet injection
103,4,Overflow-Underflow,code snippet injection
47,8,Overflow-Underflow,code snippet injection
42,4,Overflow-Underflow,code snippet injection
29,10,Overflow-Underflow,code snippet injection
19,8,Overflow-Underflow,code snippet injection
14,4,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
