loc,length,bug type,approach
166,10,Overflow-Underflow,code snippet injection
125,8,Overflow-Underflow,code snippet injection
120,4,Overflow-Underflow,code snippet injection
440,4,Overflow-Underflow,code snippet injection
422,10,Overflow-Underflow,code snippet injection
406,8,Overflow-Underflow,code snippet injection
389,4,Overflow-Underflow,code snippet injection
376,4,Overflow-Underflow,code snippet injection
348,10,Overflow-Underflow,code snippet injection
325,8,Overflow-Underflow,code snippet injection
308,4,Overflow-Underflow,code snippet injection
292,8,Overflow-Underflow,code snippet injection
280,4,Overflow-Underflow,code snippet injection
208,10,Overflow-Underflow,code snippet injection
194,8,Overflow-Underflow,code snippet injection
181,4,Overflow-Underflow,code snippet injection
144,4,Overflow-Underflow,code snippet injection
109,10,Overflow-Underflow,code snippet injection
100,8,Overflow-Underflow,code snippet injection
95,4,Overflow-Underflow,code snippet injection
90,4,Overflow-Underflow,code snippet injection
79,10,Overflow-Underflow,code snippet injection
74,4,Overflow-Underflow,code snippet injection
57,8,Overflow-Underflow,code snippet injection
49,4,Overflow-Underflow,code snippet injection
41,4,Overflow-Underflow,code snippet injection
27,10,Overflow-Underflow,code snippet injection
258,8,Overflow-Underflow,code snippet injection
251,4,Overflow-Underflow,code snippet injection
246,4,Overflow-Underflow,code snippet injection
235,10,Overflow-Underflow,code snippet injection
226,8,Overflow-Underflow,code snippet injection
160,4,Overflow-Underflow,code snippet injection
155,4,Overflow-Underflow,code snippet injection
