loc,length,bug type,approach
339,10,Overflow-Underflow,code snippet injection
128,8,Overflow-Underflow,code snippet injection
121,4,Overflow-Underflow,code snippet injection
114,4,Overflow-Underflow,code snippet injection
18,10,Overflow-Underflow,code snippet injection
448,8,Overflow-Underflow,code snippet injection
435,4,Overflow-Underflow,code snippet injection
425,4,Overflow-Underflow,code snippet injection
407,10,Overflow-Underflow,code snippet injection
391,8,Overflow-Underflow,code snippet injection
377,4,Overflow-Underflow,code snippet injection
357,8,Overflow-Underflow,code snippet injection
299,4,Overflow-Underflow,code snippet injection
271,10,Overflow-Underflow,code snippet injection
244,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
205,4,Overflow-Underflow,code snippet injection
182,10,Overflow-Underflow,code snippet injection
153,8,Overflow-Underflow,code snippet injection
60,4,Overflow-Underflow,code snippet injection
38,4,Overflow-Underflow,code snippet injection
326,10,Overflow-Underflow,code snippet injection
320,4,Overflow-Underflow,code snippet injection
311,8,Overflow-Underflow,code snippet injection
107,4,Overflow-Underflow,code snippet injection
102,4,Overflow-Underflow,code snippet injection
89,10,Overflow-Underflow,code snippet injection
79,8,Overflow-Underflow,code snippet injection
74,4,Overflow-Underflow,code snippet injection
69,4,Overflow-Underflow,code snippet injection
6,10,Overflow-Underflow,code snippet injection
