loc,length,bug type,approach
171,10,Overflow-Underflow,code snippet injection
162,8,Overflow-Underflow,code snippet injection
21,4,Overflow-Underflow,code snippet injection
291,4,Overflow-Underflow,code snippet injection
275,10,Overflow-Underflow,code snippet injection
263,8,Overflow-Underflow,code snippet injection
254,4,Overflow-Underflow,code snippet injection
246,4,Overflow-Underflow,code snippet injection
232,10,Overflow-Underflow,code snippet injection
213,8,Overflow-Underflow,code snippet injection
200,4,Overflow-Underflow,code snippet injection
104,8,Overflow-Underflow,code snippet injection
99,4,Overflow-Underflow,code snippet injection
88,10,Overflow-Underflow,code snippet injection
43,8,Overflow-Underflow,code snippet injection
30,4,Overflow-Underflow,code snippet injection
188,4,Overflow-Underflow,code snippet injection
151,10,Overflow-Underflow,code snippet injection
142,8,Overflow-Underflow,code snippet injection
136,4,Overflow-Underflow,code snippet injection
131,4,Overflow-Underflow,code snippet injection
120,10,Overflow-Underflow,code snippet injection
115,4,Overflow-Underflow,code snippet injection
11,8,Overflow-Underflow,code snippet injection
6,4,Overflow-Underflow,code snippet injection
