loc,length,bug type,approach
272,10,Overflow-Underflow,code snippet injection
263,8,Overflow-Underflow,code snippet injection
258,4,Overflow-Underflow,code snippet injection
53,4,Overflow-Underflow,code snippet injection
42,10,Overflow-Underflow,code snippet injection
33,8,Overflow-Underflow,code snippet injection
28,4,Overflow-Underflow,code snippet injection
354,4,Overflow-Underflow,code snippet injection
335,10,Overflow-Underflow,code snippet injection
314,8,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
288,8,Overflow-Underflow,code snippet injection
238,4,Overflow-Underflow,code snippet injection
222,10,Overflow-Underflow,code snippet injection
208,8,Overflow-Underflow,code snippet injection
197,4,Overflow-Underflow,code snippet injection
186,4,Overflow-Underflow,code snippet injection
171,10,Overflow-Underflow,code snippet injection
158,8,Overflow-Underflow,code snippet injection
149,4,Overflow-Underflow,code snippet injection
140,4,Overflow-Underflow,code snippet injection
125,10,Overflow-Underflow,code snippet injection
116,4,Overflow-Underflow,code snippet injection
85,8,Overflow-Underflow,code snippet injection
76,4,Overflow-Underflow,code snippet injection
67,4,Overflow-Underflow,code snippet injection
246,10,Overflow-Underflow,code snippet injection
18,8,Overflow-Underflow,code snippet injection
13,4,Overflow-Underflow,code snippet injection
8,4,Overflow-Underflow,code snippet injection
