loc,length,bug type,approach
111,10,Overflow-Underflow,code snippet injection
78,8,Overflow-Underflow,code snippet injection
73,4,Overflow-Underflow,code snippet injection
385,4,Overflow-Underflow,code snippet injection
367,10,Overflow-Underflow,code snippet injection
351,8,Overflow-Underflow,code snippet injection
334,4,Overflow-Underflow,code snippet injection
321,4,Overflow-Underflow,code snippet injection
293,10,Overflow-Underflow,code snippet injection
270,8,Overflow-Underflow,code snippet injection
253,4,Overflow-Underflow,code snippet injection
237,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
153,10,Overflow-Underflow,code snippet injection
139,8,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
92,4,Overflow-Underflow,code snippet injection
62,10,Overflow-Underflow,code snippet injection
53,8,Overflow-Underflow,code snippet injection
48,4,Overflow-Underflow,code snippet injection
43,4,Overflow-Underflow,code snippet injection
32,10,Overflow-Underflow,code snippet injection
27,4,Overflow-Underflow,code snippet injection
202,8,Overflow-Underflow,code snippet injection
194,4,Overflow-Underflow,code snippet injection
189,4,Overflow-Underflow,code snippet injection
178,10,Overflow-Underflow,code snippet injection
169,8,Overflow-Underflow,code snippet injection
105,4,Overflow-Underflow,code snippet injection
100,4,Overflow-Underflow,code snippet injection
