loc,length,bug type,approach
377,10,Overflow-Underflow,code snippet injection
363,8,Overflow-Underflow,code snippet injection
351,4,Overflow-Underflow,code snippet injection
343,4,Overflow-Underflow,code snippet injection
327,10,Overflow-Underflow,code snippet injection
312,8,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
259,10,Overflow-Underflow,code snippet injection
245,8,Overflow-Underflow,code snippet injection
224,4,Overflow-Underflow,code snippet injection
210,8,Overflow-Underflow,code snippet injection
202,4,Overflow-Underflow,code snippet injection
188,10,Overflow-Underflow,code snippet injection
176,8,Overflow-Underflow,code snippet injection
117,4,Overflow-Underflow,code snippet injection
109,4,Overflow-Underflow,code snippet injection
95,10,Overflow-Underflow,code snippet injection
83,8,Overflow-Underflow,code snippet injection
167,4,Overflow-Underflow,code snippet injection
162,4,Overflow-Underflow,code snippet injection
151,10,Overflow-Underflow,code snippet injection
146,4,Overflow-Underflow,code snippet injection
137,8,Overflow-Underflow,code snippet injection
131,4,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
66,10,Overflow-Underflow,code snippet injection
57,8,Overflow-Underflow,code snippet injection
52,4,Overflow-Underflow,code snippet injection
