loc,length,bug type,approach
148,10,Overflow-Underflow,code snippet injection
95,8,Overflow-Underflow,code snippet injection
90,4,Overflow-Underflow,code snippet injection
434,4,Overflow-Underflow,code snippet injection
416,10,Overflow-Underflow,code snippet injection
395,8,Overflow-Underflow,code snippet injection
382,4,Overflow-Underflow,code snippet injection
360,4,Overflow-Underflow,code snippet injection
335,10,Overflow-Underflow,code snippet injection
316,8,Overflow-Underflow,code snippet injection
305,4,Overflow-Underflow,code snippet injection
284,8,Overflow-Underflow,code snippet injection
272,4,Overflow-Underflow,code snippet injection
254,10,Overflow-Underflow,code snippet injection
186,8,Overflow-Underflow,code snippet injection
176,4,Overflow-Underflow,code snippet injection
163,4,Overflow-Underflow,code snippet injection
114,10,Overflow-Underflow,code snippet injection
81,8,Overflow-Underflow,code snippet injection
76,4,Overflow-Underflow,code snippet injection
71,4,Overflow-Underflow,code snippet injection
60,10,Overflow-Underflow,code snippet injection
55,4,Overflow-Underflow,code snippet injection
46,8,Overflow-Underflow,code snippet injection
236,4,Overflow-Underflow,code snippet injection
229,4,Overflow-Underflow,code snippet injection
218,10,Overflow-Underflow,code snippet injection
209,8,Overflow-Underflow,code snippet injection
204,4,Overflow-Underflow,code snippet injection
142,4,Overflow-Underflow,code snippet injection
131,10,Overflow-Underflow,code snippet injection
