loc,length,bug type,approach
128,10,Overflow-Underflow,code snippet injection
114,8,Overflow-Underflow,code snippet injection
293,4,Overflow-Underflow,code snippet injection
286,4,Overflow-Underflow,code snippet injection
269,10,Overflow-Underflow,code snippet injection
252,8,Overflow-Underflow,code snippet injection
243,4,Overflow-Underflow,code snippet injection
234,4,Overflow-Underflow,code snippet injection
218,10,Overflow-Underflow,code snippet injection
205,8,Overflow-Underflow,code snippet injection
197,4,Overflow-Underflow,code snippet injection
184,8,Overflow-Underflow,code snippet injection
176,4,Overflow-Underflow,code snippet injection
162,10,Overflow-Underflow,code snippet injection
151,8,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
114,4,Overflow-Underflow,code snippet injection
96,10,Overflow-Underflow,code snippet injection
87,8,Overflow-Underflow,code snippet injection
82,4,Overflow-Underflow,code snippet injection
77,4,Overflow-Underflow,code snippet injection
66,10,Overflow-Underflow,code snippet injection
61,4,Overflow-Underflow,code snippet injection
