loc,length,bug type,approach
266,10,Overflow-Underflow,code snippet injection
257,8,Overflow-Underflow,code snippet injection
252,4,Overflow-Underflow,code snippet injection
247,4,Overflow-Underflow,code snippet injection
236,10,Overflow-Underflow,code snippet injection
227,8,Overflow-Underflow,code snippet injection
119,4,Overflow-Underflow,code snippet injection
530,4,Overflow-Underflow,code snippet injection
501,10,Overflow-Underflow,code snippet injection
484,8,Overflow-Underflow,code snippet injection
455,4,Overflow-Underflow,code snippet injection
441,8,Overflow-Underflow,code snippet injection
433,4,Overflow-Underflow,code snippet injection
414,10,Overflow-Underflow,code snippet injection
398,8,Overflow-Underflow,code snippet injection
386,4,Overflow-Underflow,code snippet injection
377,4,Overflow-Underflow,code snippet injection
355,10,Overflow-Underflow,code snippet injection
342,8,Overflow-Underflow,code snippet injection
333,4,Overflow-Underflow,code snippet injection
318,4,Overflow-Underflow,code snippet injection
299,10,Overflow-Underflow,code snippet injection
283,4,Overflow-Underflow,code snippet injection
154,8,Overflow-Underflow,code snippet injection
142,4,Overflow-Underflow,code snippet injection
128,4,Overflow-Underflow,code snippet injection
215,10,Overflow-Underflow,code snippet injection
206,8,Overflow-Underflow,code snippet injection
201,4,Overflow-Underflow,code snippet injection
195,4,Overflow-Underflow,code snippet injection
184,10,Overflow-Underflow,code snippet injection
175,8,Overflow-Underflow,code snippet injection
112,4,Overflow-Underflow,code snippet injection
107,4,Overflow-Underflow,code snippet injection
