loc,length,bug type,approach
216,10,Overflow-Underflow,code snippet injection
207,8,Overflow-Underflow,code snippet injection
282,4,Overflow-Underflow,code snippet injection
271,4,Overflow-Underflow,code snippet injection
193,10,Overflow-Underflow,code snippet injection
176,8,Overflow-Underflow,code snippet injection
161,4,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
121,10,Overflow-Underflow,code snippet injection
77,8,Overflow-Underflow,code snippet injection
72,4,Overflow-Underflow,code snippet injection
63,8,Overflow-Underflow,code snippet injection
58,4,Overflow-Underflow,code snippet injection
47,10,Overflow-Underflow,code snippet injection
255,8,Overflow-Underflow,code snippet injection
250,4,Overflow-Underflow,code snippet injection
245,4,Overflow-Underflow,code snippet injection
234,10,Overflow-Underflow,code snippet injection
104,8,Overflow-Underflow,code snippet injection
99,4,Overflow-Underflow,code snippet injection
94,4,Overflow-Underflow,code snippet injection
