loc,length,bug type,approach
71,10,Overflow-Underflow,code snippet injection
523,8,Overflow-Underflow,code snippet injection
515,4,Overflow-Underflow,code snippet injection
506,4,Overflow-Underflow,code snippet injection
483,10,Overflow-Underflow,code snippet injection
328,8,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
290,4,Overflow-Underflow,code snippet injection
258,10,Overflow-Underflow,code snippet injection
239,8,Overflow-Underflow,code snippet injection
228,4,Overflow-Underflow,code snippet injection
212,8,Overflow-Underflow,code snippet injection
144,4,Overflow-Underflow,code snippet injection
25,10,Overflow-Underflow,code snippet injection
16,8,Overflow-Underflow,code snippet injection
11,4,Overflow-Underflow,code snippet injection
6,4,Overflow-Underflow,code snippet injection
190,10,Overflow-Underflow,code snippet injection
180,8,Overflow-Underflow,code snippet injection
174,4,Overflow-Underflow,code snippet injection
168,4,Overflow-Underflow,code snippet injection
156,10,Overflow-Underflow,code snippet injection
150,4,Overflow-Underflow,code snippet injection
107,8,Overflow-Underflow,code snippet injection
101,4,Overflow-Underflow,code snippet injection
95,4,Overflow-Underflow,code snippet injection
83,10,Overflow-Underflow,code snippet injection
