loc,length,bug type,approach
80,10,Overflow-Underflow,code snippet injection
39,8,Overflow-Underflow,code snippet injection
124,4,Overflow-Underflow,code snippet injection
106,4,Overflow-Underflow,code snippet injection
69,10,Overflow-Underflow,code snippet injection
53,8,Overflow-Underflow,code snippet injection
92,4,Overflow-Underflow,code snippet injection
32,4,Overflow-Underflow,code snippet injection
21,10,Overflow-Underflow,code snippet injection
12,8,Overflow-Underflow,code snippet injection
6,4,Overflow-Underflow,code snippet injection
