loc,length,bug type,approach
262,10,Overflow-Underflow,code snippet injection
102,8,Overflow-Underflow,code snippet injection
318,4,Overflow-Underflow,code snippet injection
308,4,Overflow-Underflow,code snippet injection
278,10,Overflow-Underflow,code snippet injection
221,8,Overflow-Underflow,code snippet injection
184,4,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
153,10,Overflow-Underflow,code snippet injection
130,8,Overflow-Underflow,code snippet injection
119,4,Overflow-Underflow,code snippet injection
252,8,Overflow-Underflow,code snippet injection
247,4,Overflow-Underflow,code snippet injection
204,10,Overflow-Underflow,code snippet injection
92,8,Overflow-Underflow,code snippet injection
