loc,length,bug type,approach
325,10,Overflow-Underflow,code snippet injection
301,8,Overflow-Underflow,code snippet injection
290,4,Overflow-Underflow,code snippet injection
279,4,Overflow-Underflow,code snippet injection
262,10,Overflow-Underflow,code snippet injection
232,8,Overflow-Underflow,code snippet injection
220,4,Overflow-Underflow,code snippet injection
208,4,Overflow-Underflow,code snippet injection
189,10,Overflow-Underflow,code snippet injection
174,8,Overflow-Underflow,code snippet injection
166,4,Overflow-Underflow,code snippet injection
154,8,Overflow-Underflow,code snippet injection
145,4,Overflow-Underflow,code snippet injection
129,10,Overflow-Underflow,code snippet injection
116,8,Overflow-Underflow,code snippet injection
108,4,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
245,10,Overflow-Underflow,code snippet injection
94,8,Overflow-Underflow,code snippet injection
89,4,Overflow-Underflow,code snippet injection
81,4,Overflow-Underflow,code snippet injection
70,10,Overflow-Underflow,code snippet injection
