loc,length,bug type,approach
57,3,Unchecked-Send,code snippet injection
432,5,Unchecked-Send,code snippet injection
425,3,Unchecked-Send,code snippet injection
417,3,Unchecked-Send,code snippet injection
401,3,Unchecked-Send,code snippet injection
251,3,Unchecked-Send,code snippet injection
237,2,Unchecked-Send,code snippet injection
216,3,Unchecked-Send,code snippet injection
191,3,Unchecked-Send,code snippet injection
177,3,Unchecked-Send,code snippet injection
167,3,Unchecked-Send,code snippet injection
156,3,Unchecked-Send,code snippet injection
112,3,Unchecked-Send,code snippet injection
18,3,Unchecked-Send,code snippet injection
14,3,Unchecked-Send,code snippet injection
10,3,Unchecked-Send,code snippet injection
6,3,Unchecked-Send,code snippet injection
141,3,Unchecked-Send,code snippet injection
136,3,Unchecked-Send,code snippet injection
131,3,Unchecked-Send,code snippet injection
126,3,Unchecked-Send,code snippet injection
121,3,Unchecked-Send,code snippet injection
117,2,Unchecked-Send,code snippet injection
80,3,Unchecked-Send,code snippet injection
75,3,Unchecked-Send,code snippet injection
70,3,Unchecked-Send,code snippet injection
62,6,Unchecked-Send,code snippet injection
