loc,length,bug type,approach
310,3,Unchecked-Send,code snippet injection
131,5,Unchecked-Send,code snippet injection
127,3,Unchecked-Send,code snippet injection
39,3,Unchecked-Send,code snippet injection
8,3,Unchecked-Send,code snippet injection
391,3,Unchecked-Send,code snippet injection
381,2,Unchecked-Send,code snippet injection
370,3,Unchecked-Send,code snippet injection
359,3,Unchecked-Send,code snippet injection
346,3,Unchecked-Send,code snippet injection
296,3,Unchecked-Send,code snippet injection
289,3,Unchecked-Send,code snippet injection
282,3,Unchecked-Send,code snippet injection
218,3,Unchecked-Send,code snippet injection
192,3,Unchecked-Send,code snippet injection
152,3,Unchecked-Send,code snippet injection
144,3,Unchecked-Send,code snippet injection
117,3,Unchecked-Send,code snippet injection
110,3,Unchecked-Send,code snippet injection
103,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
87,3,Unchecked-Send,code snippet injection
79,2,Unchecked-Send,code snippet injection
70,3,Unchecked-Send,code snippet injection
60,3,Unchecked-Send,code snippet injection
51,3,Unchecked-Send,code snippet injection
18,6,Unchecked-Send,code snippet injection
256,5,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
30,3,Unchecked-Send,code snippet injection
