loc,length,bug type,approach
17,3,Unchecked-Send,code snippet injection
11,5,Unchecked-Send,code snippet injection
7,3,Unchecked-Send,code snippet injection
196,3,Unchecked-Send,code snippet injection
188,3,Unchecked-Send,code snippet injection
178,3,Unchecked-Send,code snippet injection
170,2,Unchecked-Send,code snippet injection
157,3,Unchecked-Send,code snippet injection
150,3,Unchecked-Send,code snippet injection
140,3,Unchecked-Send,code snippet injection
129,3,Unchecked-Send,code snippet injection
102,3,Unchecked-Send,code snippet injection
78,3,Unchecked-Send,code snippet injection
53,3,Unchecked-Send,code snippet injection
47,3,Unchecked-Send,code snippet injection
43,3,Unchecked-Send,code snippet injection
38,3,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
30,3,Unchecked-Send,code snippet injection
26,3,Unchecked-Send,code snippet injection
22,3,Unchecked-Send,code snippet injection
