loc,length,bug type,approach
222,3,Unchecked-Send,code snippet injection
216,5,Unchecked-Send,code snippet injection
212,3,Unchecked-Send,code snippet injection
208,3,Unchecked-Send,code snippet injection
204,3,Unchecked-Send,code snippet injection
200,3,Unchecked-Send,code snippet injection
122,2,Unchecked-Send,code snippet injection
423,3,Unchecked-Send,code snippet injection
401,3,Unchecked-Send,code snippet injection
389,3,Unchecked-Send,code snippet injection
361,3,Unchecked-Send,code snippet injection
352,3,Unchecked-Send,code snippet injection
345,3,Unchecked-Send,code snippet injection
333,3,Unchecked-Send,code snippet injection
322,3,Unchecked-Send,code snippet injection
311,3,Unchecked-Send,code snippet injection
303,3,Unchecked-Send,code snippet injection
288,3,Unchecked-Send,code snippet injection
280,3,Unchecked-Send,code snippet injection
272,3,Unchecked-Send,code snippet injection
258,3,Unchecked-Send,code snippet injection
246,3,Unchecked-Send,code snippet injection
232,2,Unchecked-Send,code snippet injection
153,3,Unchecked-Send,code snippet injection
142,3,Unchecked-Send,code snippet injection
129,3,Unchecked-Send,code snippet injection
192,6,Unchecked-Send,code snippet injection
186,5,Unchecked-Send,code snippet injection
182,3,Unchecked-Send,code snippet injection
177,3,Unchecked-Send,code snippet injection
173,3,Unchecked-Send,code snippet injection
169,3,Unchecked-Send,code snippet injection
117,2,Unchecked-Send,code snippet injection
107,9,Unchecked-Send,code snippet injection
