loc,length,bug type,approach
929,3,Unchecked-Send,code snippet injection
913,5,Unchecked-Send,code snippet injection
873,3,Unchecked-Send,code snippet injection
863,3,Unchecked-Send,code snippet injection
815,3,Unchecked-Send,code snippet injection
791,3,Unchecked-Send,code snippet injection
768,2,Unchecked-Send,code snippet injection
744,3,Unchecked-Send,code snippet injection
736,3,Unchecked-Send,code snippet injection
715,3,Unchecked-Send,code snippet injection
702,3,Unchecked-Send,code snippet injection
690,3,Unchecked-Send,code snippet injection
678,3,Unchecked-Send,code snippet injection
652,3,Unchecked-Send,code snippet injection
628,3,Unchecked-Send,code snippet injection
566,3,Unchecked-Send,code snippet injection
554,3,Unchecked-Send,code snippet injection
542,3,Unchecked-Send,code snippet injection
530,3,Unchecked-Send,code snippet injection
513,3,Unchecked-Send,code snippet injection
478,3,Unchecked-Send,code snippet injection
447,3,Unchecked-Send,code snippet injection
432,2,Unchecked-Send,code snippet injection
425,3,Unchecked-Send,code snippet injection
412,3,Unchecked-Send,code snippet injection
385,3,Unchecked-Send,code snippet injection
369,6,Unchecked-Send,code snippet injection
345,5,Unchecked-Send,code snippet injection
341,3,Unchecked-Send,code snippet injection
337,3,Unchecked-Send,code snippet injection
333,3,Unchecked-Send,code snippet injection
329,3,Unchecked-Send,code snippet injection
325,2,Unchecked-Send,code snippet injection
315,9,Unchecked-Send,code snippet injection
305,9,Unchecked-Send,code snippet injection
301,3,Unchecked-Send,code snippet injection
292,8,Unchecked-Send,code snippet injection
286,5,Unchecked-Send,code snippet injection
276,9,Unchecked-Send,code snippet injection
269,6,Unchecked-Send,code snippet injection
263,5,Unchecked-Send,code snippet injection
259,3,Unchecked-Send,code snippet injection
254,3,Unchecked-Send,code snippet injection
248,3,Unchecked-Send,code snippet injection
237,8,Unchecked-Send,code snippet injection
231,5,Unchecked-Send,code snippet injection
221,9,Unchecked-Send,code snippet injection
214,6,Unchecked-Send,code snippet injection
