loc,length,bug type,approach
153,3,Unchecked-Send,code snippet injection
128,5,Unchecked-Send,code snippet injection
121,3,Unchecked-Send,code snippet injection
412,3,Unchecked-Send,code snippet injection
402,3,Unchecked-Send,code snippet injection
395,3,Unchecked-Send,code snippet injection
380,2,Unchecked-Send,code snippet injection
372,3,Unchecked-Send,code snippet injection
366,3,Unchecked-Send,code snippet injection
359,3,Unchecked-Send,code snippet injection
352,3,Unchecked-Send,code snippet injection
344,3,Unchecked-Send,code snippet injection
337,3,Unchecked-Send,code snippet injection
330,3,Unchecked-Send,code snippet injection
322,3,Unchecked-Send,code snippet injection
313,3,Unchecked-Send,code snippet injection
259,3,Unchecked-Send,code snippet injection
239,3,Unchecked-Send,code snippet injection
232,3,Unchecked-Send,code snippet injection
202,3,Unchecked-Send,code snippet injection
153,3,Unchecked-Send,code snippet injection
149,3,Unchecked-Send,code snippet injection
146,2,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
121,3,Unchecked-Send,code snippet injection
117,3,Unchecked-Send,code snippet injection
110,6,Unchecked-Send,code snippet injection
104,5,Unchecked-Send,code snippet injection
100,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
303,3,Unchecked-Send,code snippet injection
298,3,Unchecked-Send,code snippet injection
291,2,Unchecked-Send,code snippet injection
281,9,Unchecked-Send,code snippet injection
271,9,Unchecked-Send,code snippet injection
249,3,Unchecked-Send,code snippet injection
167,8,Unchecked-Send,code snippet injection
