loc,length,bug type,approach
118,3,Unchecked-Send,code snippet injection
112,5,Unchecked-Send,code snippet injection
14,3,Unchecked-Send,code snippet injection
201,3,Unchecked-Send,code snippet injection
192,3,Unchecked-Send,code snippet injection
185,3,Unchecked-Send,code snippet injection
178,2,Unchecked-Send,code snippet injection
171,3,Unchecked-Send,code snippet injection
164,3,Unchecked-Send,code snippet injection
150,3,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
82,3,Unchecked-Send,code snippet injection
78,3,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
22,3,Unchecked-Send,code snippet injection
128,3,Unchecked-Send,code snippet injection
108,3,Unchecked-Send,code snippet injection
104,3,Unchecked-Send,code snippet injection
99,3,Unchecked-Send,code snippet injection
95,3,Unchecked-Send,code snippet injection
91,3,Unchecked-Send,code snippet injection
88,2,Unchecked-Send,code snippet injection
9,3,Unchecked-Send,code snippet injection
5,3,Unchecked-Send,code snippet injection
