loc,length,bug type,approach
137,3,Unchecked-Send,code snippet injection
90,5,Unchecked-Send,code snippet injection
86,3,Unchecked-Send,code snippet injection
342,3,Unchecked-Send,code snippet injection
331,3,Unchecked-Send,code snippet injection
320,3,Unchecked-Send,code snippet injection
305,2,Unchecked-Send,code snippet injection
293,3,Unchecked-Send,code snippet injection
272,3,Unchecked-Send,code snippet injection
254,3,Unchecked-Send,code snippet injection
238,3,Unchecked-Send,code snippet injection
227,3,Unchecked-Send,code snippet injection
216,3,Unchecked-Send,code snippet injection
166,3,Unchecked-Send,code snippet injection
157,3,Unchecked-Send,code snippet injection
145,3,Unchecked-Send,code snippet injection
106,3,Unchecked-Send,code snippet injection
82,3,Unchecked-Send,code snippet injection
78,3,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
70,3,Unchecked-Send,code snippet injection
66,3,Unchecked-Send,code snippet injection
63,2,Unchecked-Send,code snippet injection
51,3,Unchecked-Send,code snippet injection
44,3,Unchecked-Send,code snippet injection
37,3,Unchecked-Send,code snippet injection
27,6,Unchecked-Send,code snippet injection
197,5,Unchecked-Send,code snippet injection
193,3,Unchecked-Send,code snippet injection
188,3,Unchecked-Send,code snippet injection
184,3,Unchecked-Send,code snippet injection
180,3,Unchecked-Send,code snippet injection
177,2,Unchecked-Send,code snippet injection
126,9,Unchecked-Send,code snippet injection
116,9,Unchecked-Send,code snippet injection
