loc,length,bug type,approach
229,3,Unchecked-Send,code snippet injection
223,5,Unchecked-Send,code snippet injection
219,3,Unchecked-Send,code snippet injection
215,3,Unchecked-Send,code snippet injection
61,3,Unchecked-Send,code snippet injection
523,3,Unchecked-Send,code snippet injection
516,2,Unchecked-Send,code snippet injection
508,3,Unchecked-Send,code snippet injection
500,3,Unchecked-Send,code snippet injection
492,3,Unchecked-Send,code snippet injection
483,3,Unchecked-Send,code snippet injection
474,3,Unchecked-Send,code snippet injection
463,3,Unchecked-Send,code snippet injection
456,3,Unchecked-Send,code snippet injection
447,3,Unchecked-Send,code snippet injection
437,3,Unchecked-Send,code snippet injection
427,3,Unchecked-Send,code snippet injection
368,3,Unchecked-Send,code snippet injection
358,3,Unchecked-Send,code snippet injection
349,3,Unchecked-Send,code snippet injection
289,3,Unchecked-Send,code snippet injection
281,3,Unchecked-Send,code snippet injection
273,2,Unchecked-Send,code snippet injection
266,3,Unchecked-Send,code snippet injection
259,3,Unchecked-Send,code snippet injection
252,3,Unchecked-Send,code snippet injection
143,6,Unchecked-Send,code snippet injection
134,5,Unchecked-Send,code snippet injection
127,3,Unchecked-Send,code snippet injection
120,3,Unchecked-Send,code snippet injection
86,3,Unchecked-Send,code snippet injection
70,3,Unchecked-Send,code snippet injection
245,2,Unchecked-Send,code snippet injection
235,9,Unchecked-Send,code snippet injection
205,9,Unchecked-Send,code snippet injection
201,3,Unchecked-Send,code snippet injection
192,8,Unchecked-Send,code snippet injection
186,5,Unchecked-Send,code snippet injection
176,9,Unchecked-Send,code snippet injection
169,6,Unchecked-Send,code snippet injection
163,5,Unchecked-Send,code snippet injection
158,3,Unchecked-Send,code snippet injection
154,3,Unchecked-Send,code snippet injection
110,3,Unchecked-Send,code snippet injection
101,8,Unchecked-Send,code snippet injection
95,5,Unchecked-Send,code snippet injection
51,9,Unchecked-Send,code snippet injection
