loc,length,bug type,approach
17,3,Unchecked-Send,code snippet injection
11,5,Unchecked-Send,code snippet injection
7,3,Unchecked-Send,code snippet injection
188,3,Unchecked-Send,code snippet injection
180,3,Unchecked-Send,code snippet injection
170,3,Unchecked-Send,code snippet injection
162,2,Unchecked-Send,code snippet injection
149,3,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
128,3,Unchecked-Send,code snippet injection
101,3,Unchecked-Send,code snippet injection
77,3,Unchecked-Send,code snippet injection
52,3,Unchecked-Send,code snippet injection
46,3,Unchecked-Send,code snippet injection
42,3,Unchecked-Send,code snippet injection
38,3,Unchecked-Send,code snippet injection
34,3,Unchecked-Send,code snippet injection
30,3,Unchecked-Send,code snippet injection
26,3,Unchecked-Send,code snippet injection
22,3,Unchecked-Send,code snippet injection
