loc,length,bug type,approach
305,3,Unchecked-Send,code snippet injection
295,5,Unchecked-Send,code snippet injection
287,3,Unchecked-Send,code snippet injection
279,3,Unchecked-Send,code snippet injection
271,3,Unchecked-Send,code snippet injection
263,3,Unchecked-Send,code snippet injection
256,2,Unchecked-Send,code snippet injection
248,3,Unchecked-Send,code snippet injection
240,3,Unchecked-Send,code snippet injection
232,3,Unchecked-Send,code snippet injection
224,3,Unchecked-Send,code snippet injection
216,3,Unchecked-Send,code snippet injection
208,3,Unchecked-Send,code snippet injection
200,3,Unchecked-Send,code snippet injection
192,3,Unchecked-Send,code snippet injection
184,3,Unchecked-Send,code snippet injection
176,3,Unchecked-Send,code snippet injection
168,3,Unchecked-Send,code snippet injection
160,3,Unchecked-Send,code snippet injection
152,3,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
128,3,Unchecked-Send,code snippet injection
114,2,Unchecked-Send,code snippet injection
106,3,Unchecked-Send,code snippet injection
98,3,Unchecked-Send,code snippet injection
90,3,Unchecked-Send,code snippet injection
68,6,Unchecked-Send,code snippet injection
55,5,Unchecked-Send,code snippet injection
