loc,length,bug type,approach
36,3,Unchecked-Send,code snippet injection
30,5,Unchecked-Send,code snippet injection
25,3,Unchecked-Send,code snippet injection
21,3,Unchecked-Send,code snippet injection
17,3,Unchecked-Send,code snippet injection
13,3,Unchecked-Send,code snippet injection
10,2,Unchecked-Send,code snippet injection
6,3,Unchecked-Send,code snippet injection
242,3,Unchecked-Send,code snippet injection
235,3,Unchecked-Send,code snippet injection
225,3,Unchecked-Send,code snippet injection
218,3,Unchecked-Send,code snippet injection
190,3,Unchecked-Send,code snippet injection
178,3,Unchecked-Send,code snippet injection
166,3,Unchecked-Send,code snippet injection
157,3,Unchecked-Send,code snippet injection
147,3,Unchecked-Send,code snippet injection
138,3,Unchecked-Send,code snippet injection
100,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
91,3,Unchecked-Send,code snippet injection
87,3,Unchecked-Send,code snippet injection
84,2,Unchecked-Send,code snippet injection
79,3,Unchecked-Send,code snippet injection
74,3,Unchecked-Send,code snippet injection
69,3,Unchecked-Send,code snippet injection
62,6,Unchecked-Send,code snippet injection
56,5,Unchecked-Send,code snippet injection
