loc,length,bug type,approach
52,3,Unchecked-Send,code snippet injection
44,5,Unchecked-Send,code snippet injection
38,3,Unchecked-Send,code snippet injection
209,3,Unchecked-Send,code snippet injection
188,3,Unchecked-Send,code snippet injection
170,3,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
131,3,Unchecked-Send,code snippet injection
112,3,Unchecked-Send,code snippet injection
96,3,Unchecked-Send,code snippet injection
72,3,Unchecked-Send,code snippet injection
32,3,Unchecked-Send,code snippet injection
28,3,Unchecked-Send,code snippet injection
22,3,Unchecked-Send,code snippet injection
17,3,Unchecked-Send,code snippet injection
13,3,Unchecked-Send,code snippet injection
9,3,Unchecked-Send,code snippet injection
