loc,length,bug type,approach
50,3,Unchecked-Send,code snippet injection
24,5,Unchecked-Send,code snippet injection
84,3,Unchecked-Send,code snippet injection
67,3,Unchecked-Send,code snippet injection
46,3,Unchecked-Send,code snippet injection
35,3,Unchecked-Send,code snippet injection
55,2,Unchecked-Send,code snippet injection
18,3,Unchecked-Send,code snippet injection
14,3,Unchecked-Send,code snippet injection
10,3,Unchecked-Send,code snippet injection
5,3,Unchecked-Send,code snippet injection
