loc,length,bug type,approach
436,3,Unchecked-Send,code snippet injection
419,5,Unchecked-Send,code snippet injection
409,3,Unchecked-Send,code snippet injection
399,3,Unchecked-Send,code snippet injection
389,3,Unchecked-Send,code snippet injection
356,3,Unchecked-Send,code snippet injection
345,2,Unchecked-Send,code snippet injection
323,3,Unchecked-Send,code snippet injection
307,3,Unchecked-Send,code snippet injection
290,3,Unchecked-Send,code snippet injection
273,3,Unchecked-Send,code snippet injection
255,3,Unchecked-Send,code snippet injection
238,3,Unchecked-Send,code snippet injection
220,3,Unchecked-Send,code snippet injection
202,3,Unchecked-Send,code snippet injection
185,3,Unchecked-Send,code snippet injection
168,3,Unchecked-Send,code snippet injection
155,3,Unchecked-Send,code snippet injection
142,3,Unchecked-Send,code snippet injection
130,3,Unchecked-Send,code snippet injection
379,3,Unchecked-Send,code snippet injection
375,3,Unchecked-Send,code snippet injection
372,2,Unchecked-Send,code snippet injection
119,3,Unchecked-Send,code snippet injection
114,3,Unchecked-Send,code snippet injection
109,3,Unchecked-Send,code snippet injection
