loc,length,bug type,approach
220,3,Unchecked-Send,code snippet injection
97,5,Unchecked-Send,code snippet injection
261,3,Unchecked-Send,code snippet injection
252,3,Unchecked-Send,code snippet injection
229,3,Unchecked-Send,code snippet injection
190,3,Unchecked-Send,code snippet injection
162,2,Unchecked-Send,code snippet injection
150,3,Unchecked-Send,code snippet injection
139,3,Unchecked-Send,code snippet injection
121,3,Unchecked-Send,code snippet injection
111,3,Unchecked-Send,code snippet injection
215,3,Unchecked-Send,code snippet injection
211,3,Unchecked-Send,code snippet injection
180,3,Unchecked-Send,code snippet injection
92,3,Unchecked-Send,code snippet injection
