loc,length,bug type,approach
322,3,Unchecked-Send,code snippet injection
311,5,Unchecked-Send,code snippet injection
12,3,Unchecked-Send,code snippet injection
568,3,Unchecked-Send,code snippet injection
554,3,Unchecked-Send,code snippet injection
530,3,Unchecked-Send,code snippet injection
491,2,Unchecked-Send,code snippet injection
469,3,Unchecked-Send,code snippet injection
449,3,Unchecked-Send,code snippet injection
428,3,Unchecked-Send,code snippet injection
413,3,Unchecked-Send,code snippet injection
402,3,Unchecked-Send,code snippet injection
392,3,Unchecked-Send,code snippet injection
376,3,Unchecked-Send,code snippet injection
368,3,Unchecked-Send,code snippet injection
358,3,Unchecked-Send,code snippet injection
346,3,Unchecked-Send,code snippet injection
296,3,Unchecked-Send,code snippet injection
277,3,Unchecked-Send,code snippet injection
266,3,Unchecked-Send,code snippet injection
255,3,Unchecked-Send,code snippet injection
222,3,Unchecked-Send,code snippet injection
210,2,Unchecked-Send,code snippet injection
32,3,Unchecked-Send,code snippet injection
20,3,Unchecked-Send,code snippet injection
191,3,Unchecked-Send,code snippet injection
184,6,Unchecked-Send,code snippet injection
178,5,Unchecked-Send,code snippet injection
173,3,Unchecked-Send,code snippet injection
169,3,Unchecked-Send,code snippet injection
165,3,Unchecked-Send,code snippet injection
159,3,Unchecked-Send,code snippet injection
156,2,Unchecked-Send,code snippet injection
145,9,Unchecked-Send,code snippet injection
134,9,Unchecked-Send,code snippet injection
7,3,Unchecked-Send,code snippet injection
