loc,length,bug type,approach
558,13,TOD,code snippet injection
539,18,TOD,code snippet injection
525,13,TOD,code snippet injection
506,18,TOD,code snippet injection
492,13,TOD,code snippet injection
473,18,TOD,code snippet injection
88,13,TOD,code snippet injection
69,18,TOD,code snippet injection
930,13,TOD,code snippet injection
858,18,TOD,code snippet injection
818,13,TOD,code snippet injection
774,18,TOD,code snippet injection
734,18,TOD,code snippet injection
684,13,TOD,code snippet injection
641,18,TOD,code snippet injection
612,13,TOD,code snippet injection
242,18,TOD,code snippet injection
228,13,TOD,code snippet injection
209,18,TOD,code snippet injection
195,13,TOD,code snippet injection
176,18,TOD,code snippet injection
162,13,TOD,code snippet injection
148,13,TOD,code snippet injection
125,18,TOD,code snippet injection
108,13,TOD,code snippet injection
47,18,TOD,code snippet injection
25,13,TOD,code snippet injection
453,18,TOD,code snippet injection
438,13,TOD,code snippet injection
419,18,TOD,code snippet injection
405,13,TOD,code snippet injection
386,18,TOD,code snippet injection
372,13,TOD,code snippet injection
353,18,TOD,code snippet injection
334,18,TOD,code snippet injection
7,13,TOD,code snippet injection
