loc,length,bug type,approach
1352,13,TOD,code snippet injection
1323,18,TOD,code snippet injection
1273,13,TOD,code snippet injection
1248,18,TOD,code snippet injection
1184,13,TOD,code snippet injection
1145,18,TOD,code snippet injection
1111,13,TOD,code snippet injection
1072,18,TOD,code snippet injection
1054,13,TOD,code snippet injection
1018,18,TOD,code snippet injection
995,13,TOD,code snippet injection
968,18,TOD,code snippet injection
941,18,TOD,code snippet injection
905,13,TOD,code snippet injection
866,18,TOD,code snippet injection
794,13,TOD,code snippet injection
767,18,TOD,code snippet injection
745,13,TOD,code snippet injection
718,18,TOD,code snippet injection
691,13,TOD,code snippet injection
641,18,TOD,code snippet injection
600,13,TOD,code snippet injection
574,13,TOD,code snippet injection
552,18,TOD,code snippet injection
529,13,TOD,code snippet injection
487,18,TOD,code snippet injection
464,13,TOD,code snippet injection
427,18,TOD,code snippet injection
413,13,TOD,code snippet injection
394,18,TOD,code snippet injection
380,13,TOD,code snippet injection
361,18,TOD,code snippet injection
346,13,TOD,code snippet injection
327,18,TOD,code snippet injection
308,18,TOD,code snippet injection
294,13,TOD,code snippet injection
275,18,TOD,code snippet injection
261,13,TOD,code snippet injection
242,18,TOD,code snippet injection
228,13,TOD,code snippet injection
