loc,length,bug type,approach
1173,13,TOD,code snippet injection
1152,18,TOD,code snippet injection
1008,13,TOD,code snippet injection
989,18,TOD,code snippet injection
844,13,TOD,code snippet injection
825,18,TOD,code snippet injection
1320,13,TOD,code snippet injection
1297,18,TOD,code snippet injection
1272,13,TOD,code snippet injection
1248,18,TOD,code snippet injection
1217,13,TOD,code snippet injection
1194,18,TOD,code snippet injection
1130,18,TOD,code snippet injection
1112,13,TOD,code snippet injection
1089,18,TOD,code snippet injection
1072,13,TOD,code snippet injection
1050,18,TOD,code snippet injection
1028,13,TOD,code snippet injection
966,18,TOD,code snippet injection
948,13,TOD,code snippet injection
925,18,TOD,code snippet injection
908,13,TOD,code snippet injection
891,13,TOD,code snippet injection
864,18,TOD,code snippet injection
783,13,TOD,code snippet injection
745,18,TOD,code snippet injection
715,13,TOD,code snippet injection
687,18,TOD,code snippet injection
657,13,TOD,code snippet injection
617,18,TOD,code snippet injection
582,13,TOD,code snippet injection
542,18,TOD,code snippet injection
512,13,TOD,code snippet injection
487,18,TOD,code snippet injection
464,18,TOD,code snippet injection
445,13,TOD,code snippet injection
413,18,TOD,code snippet injection
395,13,TOD,code snippet injection
364,18,TOD,code snippet injection
338,13,TOD,code snippet injection
