loc,length,bug type,approach
605,13,TOD,code snippet injection
429,18,TOD,code snippet injection
86,13,TOD,code snippet injection
8,18,TOD,code snippet injection
720,13,TOD,code snippet injection
694,18,TOD,code snippet injection
673,13,TOD,code snippet injection
645,18,TOD,code snippet injection
582,13,TOD,code snippet injection
560,18,TOD,code snippet injection
543,13,TOD,code snippet injection
479,18,TOD,code snippet injection
455,18,TOD,code snippet injection
366,13,TOD,code snippet injection
325,18,TOD,code snippet injection
275,13,TOD,code snippet injection
253,18,TOD,code snippet injection
236,13,TOD,code snippet injection
214,18,TOD,code snippet injection
195,13,TOD,code snippet injection
171,18,TOD,code snippet injection
152,13,TOD,code snippet injection
132,13,TOD,code snippet injection
108,18,TOD,code snippet injection
33,13,TOD,code snippet injection
504,18,TOD,code snippet injection
414,13,TOD,code snippet injection
66,18,TOD,code snippet injection
52,13,TOD,code snippet injection
