loc,length,bug type,approach
641,13,TOD,code snippet injection
618,18,TOD,code snippet injection
600,13,TOD,code snippet injection
577,18,TOD,code snippet injection
559,13,TOD,code snippet injection
536,18,TOD,code snippet injection
518,13,TOD,code snippet injection
495,18,TOD,code snippet injection
477,13,TOD,code snippet injection
454,18,TOD,code snippet injection
436,13,TOD,code snippet injection
413,18,TOD,code snippet injection
390,18,TOD,code snippet injection
372,13,TOD,code snippet injection
349,18,TOD,code snippet injection
331,13,TOD,code snippet injection
308,18,TOD,code snippet injection
290,13,TOD,code snippet injection
267,18,TOD,code snippet injection
249,13,TOD,code snippet injection
221,18,TOD,code snippet injection
200,13,TOD,code snippet injection
175,13,TOD,code snippet injection
152,18,TOD,code snippet injection
134,13,TOD,code snippet injection
111,18,TOD,code snippet injection
82,13,TOD,code snippet injection
56,18,TOD,code snippet injection
