loc,length,bug type,approach
106,13,TOD,code snippet injection
750,18,TOD,code snippet injection
733,13,TOD,code snippet injection
710,18,TOD,code snippet injection
684,13,TOD,code snippet injection
519,18,TOD,code snippet injection
494,13,TOD,code snippet injection
458,18,TOD,code snippet injection
423,13,TOD,code snippet injection
394,18,TOD,code snippet injection
374,13,TOD,code snippet injection
348,18,TOD,code snippet injection
218,18,TOD,code snippet injection
57,13,TOD,code snippet injection
38,18,TOD,code snippet injection
24,13,TOD,code snippet injection
5,18,TOD,code snippet injection
323,13,TOD,code snippet injection
303,18,TOD,code snippet injection
288,13,TOD,code snippet injection
268,18,TOD,code snippet injection
253,13,TOD,code snippet injection
238,13,TOD,code snippet injection
171,18,TOD,code snippet injection
156,13,TOD,code snippet injection
136,18,TOD,code snippet injection
121,13,TOD,code snippet injection
