loc,length,bug type,approach
133,13,TOD,code snippet injection
113,18,TOD,code snippet injection
544,13,TOD,code snippet injection
521,18,TOD,code snippet injection
490,13,TOD,code snippet injection
453,18,TOD,code snippet injection
430,13,TOD,code snippet injection
407,18,TOD,code snippet injection
389,13,TOD,code snippet injection
362,18,TOD,code snippet injection
343,13,TOD,code snippet injection
319,18,TOD,code snippet injection
296,18,TOD,code snippet injection
278,13,TOD,code snippet injection
255,18,TOD,code snippet injection
235,13,TOD,code snippet injection
212,18,TOD,code snippet injection
192,13,TOD,code snippet injection
162,18,TOD,code snippet injection
98,13,TOD,code snippet injection
78,18,TOD,code snippet injection
57,13,TOD,code snippet injection
42,13,TOD,code snippet injection
22,18,TOD,code snippet injection
7,13,TOD,code snippet injection
