loc,length,bug type,approach
344,13,TOD,code snippet injection
325,18,TOD,code snippet injection
463,13,TOD,code snippet injection
438,18,TOD,code snippet injection
308,13,TOD,code snippet injection
281,18,TOD,code snippet injection
257,13,TOD,code snippet injection
225,18,TOD,code snippet injection
200,13,TOD,code snippet injection
113,18,TOD,code snippet injection
99,13,TOD,code snippet injection
80,18,TOD,code snippet injection
61,18,TOD,code snippet injection
47,13,TOD,code snippet injection
412,18,TOD,code snippet injection
398,13,TOD,code snippet injection
379,18,TOD,code snippet injection
365,13,TOD,code snippet injection
173,18,TOD,code snippet injection
159,13,TOD,code snippet injection
140,18,TOD,code snippet injection
