loc,length,bug type,approach
157,13,TOD,code snippet injection
136,18,TOD,code snippet injection
120,13,TOD,code snippet injection
410,18,TOD,code snippet injection
379,13,TOD,code snippet injection
346,18,TOD,code snippet injection
314,13,TOD,code snippet injection
281,18,TOD,code snippet injection
252,13,TOD,code snippet injection
221,18,TOD,code snippet injection
187,13,TOD,code snippet injection
99,18,TOD,code snippet injection
80,18,TOD,code snippet injection
64,13,TOD,code snippet injection
44,18,TOD,code snippet injection
30,13,TOD,code snippet injection
11,18,TOD,code snippet injection
